layer,head,src_idx,src_token,dst_idx,dst_token,weight
1,3,1, cat,1, cat,0.134644
1,3,1, cat,2, sat,0.000000
1,3,1, cat,3, on,0.000000
1,3,1, cat,4, the,0.000000
1,3,2, sat,0,The,0.484619
1,3,2, sat,1, cat,0.276611
1,3,2, sat,2, sat,0.238525
1,3,2, sat,3, on,0.000000
1,3,2, sat,4, the,0.000000
1,3,3, on,0,The,0.370117
1,3,3, on,1, cat,0.262207
1,3,3, on,2, sat,0.193848
1,3,3, on,3, on,0.173706
1,3,3, on,4, the,0.000000
1,3,4, the,0,The,0.303955
1,3,4, the,1, cat,0.248657
1,3,4, the,2, sat,0.192139
1,3,4, the,3, on,0.113647
1,3,4, the,4, the,0.141846
1,4,0,The,0,The,1.000000
1,4,0,The,1, cat,0.000000
1,4,0,The,2, sat,0.000000
1,4,0,The,3, on,0.000000
1,4,0,The,4, the,0.000000
1,4,1, cat,0,The,0.961426
1,4,1, cat,1, cat,0.038391
1,4,1, cat,2, sat,0.000000
1,4,1, cat,3, on,0.000000
1,4,1, cat,4, the,0.000000
1,4,2, sat,0,The,0.757324
1,4,2, sat,1, cat,0.121643
1,4,2, sat,2, sat,0.120972
1,4,2, sat,3, on,0.000000
1,4,2, sat,4, the,0.000000
1,4,3, on,0,The,0.430664
1,4,3, on,1, cat,0.091003
1,4,3, on,2, sat,0.233643
1,4,3, on,3, on,0.244629
1,4,3, on,4, the,0.000000
1,4,4, the,0,The,0.250977
1,4,4, the,1, cat,0.076660
1,4,4, the,2, sat,0.398926
1,4,4, the,3, on,0.172485
1,4,4, the,4, the,0.101074
1,5,0,The,0,The,1.000000
1,5,0,The,1, cat,0.000000
1,5,0,The,2, sat,0.000000
1,5,0,The,3, on,0.000000
1,5,0,The,4, the,0.000000
1,5,1, cat,0,The,0.567871
1,5,1, cat,1, cat,0.432129
1,5,1, cat,2, sat,0.000000
1,5,1, cat,3, on,0.000000
1,5,1, cat,4, the,0.000000
1,5,2, sat,0,The,0.076782
1,5,2, sat,1, cat,0.668457
1,5,2, sat,2, sat,0.254639
1,5,2, sat,3, on,0.000000
1,5,2, sat,4, the,0.000000
1,5,3, on,0,The,0.086121
1,5,3, on,1, cat,0.424561
1,5,3, on,2, sat,0.399902
1,5,3, on,3, on,0.089417
1,5,3, on,4, the,0.000000
1,5,4, the,0,The,0.029694
1,5,4, the,1, cat,0.537109
1,5,4, the,2, sat,0.355469
1,5,4, the,3, on,0.049774
1,5,4, the,4, the,0.027664
1,6,0,The,0,The,1.000000
1,6,0,The,1, cat,0.000000
1,6,0,The,2, sat,0.000000
1,6,0,The,3, on,0.000000
1,6,0,The,4, the,0.000000
1,6,1, cat,0,The,0.796875
1,6,1, cat,1, cat,0.203247
1,6,1, cat,2, sat,0.000000
1,6,1, cat,3, on,0.000000
1,6,1, cat,4, the,0.000000
1,6,2, sat,0,The,0.514648
1,6,2, sat,1, cat,0.345947
1,6,2, sat,2, sat,0.139404
1,6,2, sat,3, on,0.000000
1,6,2, sat,4, the,0.000000
1,6,3, on,0,The,0.397949
1,6,3, on,1, cat,0.192627
1,6,3, on,2, sat,0.141968
1,6,3, on,3, on,0.267334
1,6,3, on,4, the,0.000000
1,6,4, the,0,The,0.016891
1,6,4, the,1, cat,0.007214
1,6,4, the,2, sat,0.010010
1,6,4, the,3, on,0.016144
1,6,4, the,4, the,0.949707
1,7,0,The,0,The,1.000000
1,7,0,The,1, cat,0.000000
1,7,0,The,2, sat,0.000000
1,7,0,The,3, on,0.000000
1,7,0,The,4, the,0.000000
1,7,1, cat,0,The,0.979004
1,7,1, cat,1, cat,0.021057
1,7,1, cat,2, sat,0.000000
1,7,1, cat,3, on,0.000000
1,7,1, cat,4, the,0.000000
1,7,2, sat,0,The,0.883789
1,7,2, sat,1, cat,0.024796
1,7,2, sat,2, sat,0.091187
1,7,2, sat,3, on,0.000000
1,7,2, sat,4, the,0.000000
1,7,3, on,0,The,0.653320
1,7,3, on,1, cat,0.031921
1,7,3, on,2, sat,0.064087
1,7,3, on,3, on,0.250732
1,7,3, on,4, the,0.000000
1,7,4, the,0,The,0.618652
1,7,4, the,1, cat,0.025681
1,7,4, the,2, sat,0.069336
1,7,4, the,3, on,0.161621
1,7,4, the,4, the,0.125000
1,8,0,The,0,The,1.000000
1,8,0,The,1, cat,0.000000
1,8,0,The,2, sat,0.000000
1,8,0,The,3, on,0.000000
1,8,0,The,4, the,0.000000
1,8,1, cat,0,The,0.878906
1,8,1, cat,1, cat,0.121033
1,8,1, cat,2, sat,0.000000
1,8,1, cat,3, on,0.000000
1,8,1, cat,4, the,0.000000
1,8,2, sat,0,The,0.883301
1,8,2, sat,1, cat,0.074646
1,8,2, sat,2, sat,0.041840
1,8,2, sat,3, on,0.000000
1,8,2, sat,4, the,0.000000
1,8,3, on,0,The,0.671387
1,8,3, on,1, cat,0.018448
1,8,3, on,2, sat,0.028595
1,8,3, on,3, on,0.281738
1,8,3, on,4, the,0.000000
1,8,4, the,0,The,0.559570
1,8,4, the,1, cat,0.056793
1,8,4, the,2, sat,0.055054
1,8,4, the,3, on,0.180420
1,8,4, the,4, the,0.148071
1,9,0,The,0,The,1.000000
1,9,0,The,1, cat,0.000000
1,9,0,The,2, sat,0.000000
1,9,0,The,3, on,0.000000
1,9,0,The,4, the,0.000000
1,9,1, cat,0,The,0.994141
1,9,1, cat,1, cat,0.005753
1,9,1, cat,2, sat,0.000000
1,9,1, cat,3, on,0.000000
1,9,1, cat,4, the,0.000000
1,9,2, sat,0,The,0.984863
1,9,2, sat,1, cat,0.011475
1,9,2, sat,2, sat,0.003448
1,9,2, sat,3, on,0.000000
1,9,2, sat,4, the,0.000000
1,9,3, on,0,The,0.003096
1,9,3, on,1, cat,0.000031
1,9,3, on,2, sat,0.000011
1,9,3, on,3, on,0.997070
1,9,3, on,4, the,0.000000
1,9,4, the,0,The,0.000225
1,9,4, the,1, cat,0.000001
1,9,4, the,2, sat,0.000000
1,9,4, the,3, on,0.328125
1,9,4, the,4, the,0.671875
1,10,0,The,0,The,1.000000
1,10,0,The,1, cat,0.000000
1,10,0,The,2, sat,0.000000
1,10,0,The,3, on,0.000000
1,10,0,The,4, the,0.000000
1,10,1, cat,0,The,0.786621
1,10,1, cat,1, cat,0.213623
1,10,1, cat,2, sat,0.000000
1,10,1, cat,3, on,0.000000
1,10,1, cat,4, the,0.000000
1,10,2, sat,0,The,0.649902
1,10,2, sat,1, cat,0.157593
1,10,2, sat,2, sat,0.192383
1,10,2, sat,3, on,0.000000
1,10,2, sat,4, the,0.000000
1,10,3, on,0,The,0.118225
1,10,3, on,1, cat,0.202881
1,10,3, on,2, sat,0.615234
1,10,3, on,3, on,0.063477
1,10,3, on,4, the,0.000000
1,10,4, the,0,The,0.097595
1,10,4, the,1, cat,0.185547
1,10,4, the,2, sat,0.515625
1,10,4, the,3, on,0.066040
1,10,4, the,4, the,0.135132
1,11,0,The,0,The,1.000000
1,11,0,The,1, cat,0.000000
1,11,0,The,2, sat,0.000000
1,11,0,The,3, on,0.000000
1,11,0,The,4, the,0.000000
