layer,head,pattern_score,total_delta_nll,direct_delta_nll,indirect_delta_nll
12,14,0.1436769962310791,0.0025690000038594007,0.0,0.0025690000038594007
12,15,0.2543950080871582,0.002196999965235591,0.0,0.002196999965235591
12,16,0.2347410023212433,0.006335000041872263,0.0,0.006335000041872263
12,17,0.12371800094842911,0.005150000099092722,0.0,0.005150000099092722
12,18,0.1323239952325821,-0.007162999827414751,0.0,-0.007162999827414751
12,19,0.20996099710464478,0.003117999993264675,0.0,0.003117999993264675
13,0,0.16174300014972687,-0.00165200000628829,0.0,-0.00165200000628829
13,1,0.15502899885177612,-0.006963000167161226,0.0,-0.006963000167161226
13,2,0.1791989952325821,0.006603000219911337,0.0,0.006603000219911337
13,3,0.2092290073633194,-0.0021470000501722097,0.0,-0.0021470000501722097
13,4,0.16369600594043732,-0.0019150000298395753,0.0,-0.0019150000298395753
13,5,0.1779790073633194,0.00572599982842803,0.0,0.00572599982842803
13,6,0.24804699420928955,-0.012949000112712383,0.0,-0.012949000112712383
13,7,0.1397709995508194,-0.0007409999961964786,0.0,-0.0007409999961964786
13,8,0.20043900609016418,0.0006779999821446836,0.0,0.0006779999821446836
13,9,0.12744100391864777,-0.0013559999642893672,0.0,-0.0013559999642893672
13,10,0.2846679985523224,-0.01547900028526783,0.0,-0.01547900028526783
13,11,0.13000500202178955,0.001756999990902841,0.0,0.001756999990902841
13,12,0.2944340109825134,-0.011473000049591064,0.0,-0.011473000049591064
13,13,0.1601559966802597,-0.008616000413894653,0.0,-0.008616000413894653
13,14,0.14526399970054626,-0.00419399980455637,0.0,-0.00419399980455637
13,15,0.16467300057411194,-0.0018530000234022737,0.0,-0.0018530000234022737
13,16,0.21972699463367462,-0.011831000447273254,0.0,-0.011831000447273254
13,17,0.13305699825286865,0.0037690000608563423,0.0,0.0037690000608563423
13,18,0.15820300579071045,0.00022200000239536166,0.0,0.00022200000239536166
13,19,0.14306600391864777,0.0008549999911338091,0.0,0.0008549999911338091
14,0,0.1654050052165985,0.00014400000509340316,0.0,0.00014400000509340316
14,1,0.12487799674272537,0.059029001742601395,0.0,0.059029001742601395
14,2,0.08526600152254105,0.005458000116050243,0.0,0.005458000116050243
14,3,0.15258799493312836,0.0008789999992586672,0.0,0.0008789999992586672
14,4,0.11737100034952164,0.011889999732375145,0.0,0.011889999732375145
14,5,0.2587890028953552,0.005222999956458807,0.0,0.005222999956458807
14,6,0.12023899704217911,0.003982999827712774,0.0,0.003982999827712774
14,7,0.12683099508285522,0.03266499936580658,0.0,0.03266499936580658
14,8,0.17028799653053284,0.0005259999888949096,0.0,0.0005259999888949096
14,9,0.13317899405956268,0.04688800126314163,0.0,0.04688800126314163
14,10,0.11724899709224701,0.039907000958919525,0.0,0.039907000958919525
14,11,0.15173299610614777,-0.0032470000442117453,0.0,-0.0032470000442117453
14,12,0.1084590032696724,-0.0015439999988302588,0.0,-0.0015439999988302588
14,13,0.11602800339460373,0.0035470000002533197,0.0,0.0035470000002533197
14,14,0.14599600434303284,0.001069999998435378,0.0,0.001069999998435378
14,15,0.23950199782848358,-0.010452000424265862,0.0,-0.010452000424265862
14,16,0.10540799796581268,-9.7999996796716e-05,0.0,-9.7999996796716e-05
14,17,0.23986800014972687,0.003017999930307269,0.0,0.003017999930307269
14,18,0.11230500042438507,-0.0015219999477267265,0.0,-0.0015219999477267265
14,19,0.11462400108575821,-0.005109999794512987,0.0,-0.005109999794512987
15,0,0.15295399725437164,0.0023509999737143517,0.0,0.0023509999737143517
15,1,0.160521999001503,-0.0014059999957680702,0.0,-0.0014059999957680702
15,2,0.11700399965047836,-0.0038419999182224274,0.0,-0.0038419999182224274
15,3,0.19811999797821045,9.200000204145908e-05,0.0,9.200000204145908e-05
15,4,0.18798799812793732,0.0016880000475794077,0.0,0.0016880000475794077
15,5,0.18420399725437164,-0.0037150001153349876,0.0,-0.0037150001153349876
15,6,0.09826699644327164,-0.0030040000565350056,0.0,-0.0030040000565350056
15,7,0.17333999276161194,0.0015160000184550881,0.0,0.0015160000184550881
15,8,0.136230006814003,-0.0033050000201910734,0.0,-0.0033050000201910734
15,9,0.16247600317001343,0.00901500042527914,0.0,0.00901500042527914
15,10,0.17553700506687164,0.0036440000403672457,0.0,0.0036440000403672457
15,11,0.11535599827766418,0.000653000024612993,0.0,0.000653000024612993
15,12,0.21154800057411194,-0.0023990001063793898,0.0,-0.0023990001063793898
15,13,0.23425300419330597,-0.006909000221639872,0.0,-0.006909000221639872
15,14,0.1154789999127388,8.099999831756577e-05,0.0,8.099999831756577e-05
15,15,0.12853999435901642,-0.0026469998992979527,0.0,-0.0026469998992979527
15,16,0.28320300579071045,-0.006498000118881464,0.0,-0.006498000118881464
15,17,0.19555699825286865,-0.0062950002029538155,0.0,-0.0062950002029538155
15,18,0.21948200464248657,-0.0026970000471919775,0.0,-0.0026970000471919775
15,19,0.15222199261188507,0.0008399999933317304,0.0,0.0008399999933317304
16,0,0.10302700102329254,0.0007149999728426337,0.0,0.0007149999728426337
16,1,0.13879400491714478,-0.0015930000226944685,0.0,-0.0015930000226944685
16,2,0.10253900289535522,0.0010529999854043126,0.0,0.0010529999854043126
16,3,0.12817400693893433,-0.00037299998803064227,0.0,-0.00037299998803064227
16,4,0.11877399682998657,0.0008699999889358878,0.0,0.0008699999889358878
16,5,0.0772709995508194,0.00014400000509340316,0.0,0.00014400000509340316
16,6,0.08917199820280075,0.00017499999376013875,0.0,0.00017499999376013875
16,7,0.1258540004491806,-0.0009260000078938901,0.0,-0.0009260000078938901
16,8,0.12262000143527985,-0.0004939999780617654,0.0,-0.0004939999780617654
16,9,0.15673799812793732,0.0017130000051110983,0.0,0.0017130000051110983
16,10,0.1593019962310791,0.00048099999548867345,0.0,0.00048099999548867345
16,11,0.09130900353193283,0.0009929999941959977,0.0,0.0009929999941959977
16,12,0.1319579929113388,0.00033400001120753586,0.0,0.00033400001120753586
16,13,0.08929400146007538,-9.200000204145908e-05,0.0,-9.200000204145908e-05
16,14,0.11187700182199478,-0.002025000052526593,0.0,-0.002025000052526593
16,15,0.1727290004491806,3.300000025774352e-05,0.0,3.300000025774352e-05
16,16,0.11010699719190598,-0.001686000032350421,0.0,-0.001686000032350421
16,17,0.11114499717950821,0.047543998807668686,0.0,0.047543998807668686
16,18,0.1380620002746582,-0.0018860000418499112,0.0,-0.0018860000418499112
16,19,0.12853999435901642,0.00021300000662449747,0.0,0.00021300000662449747
17,0,0.13488799333572388,-0.0005639999872073531,0.0,-0.0005639999872073531
17,1,0.1054690033197403,0.0022249999456107616,0.0,0.0022249999456107616
17,2,0.12609900534152985,0.002778999973088503,0.0,0.002778999973088503
17,3,0.1705320030450821,-0.000577000027988106,0.0,-0.000577000027988106
17,4,0.1019899994134903,-0.0006810000049881637,0.0,-0.0006810000049881637
17,5,0.15124499797821045,-0.0016789999790489674,0.0,-0.0016789999790489674
17,6,0.10339400172233582,0.004155999980866909,0.0,0.004155999980866909
17,7,0.1258540004491806,-0.00048600000445730984,0.0,-0.00048600000445730984
17,8,0.10919199883937836,0.00010299999848939478,0.0,0.00010299999848939478
17,9,0.11401399970054626,-0.00019700000120792538,0.0,-0.00019700000120792538
