layer,head,score,pattern_score,ablation_baseline_nll,ablation_nll,ablation_delta_nll,pattern_pct,ablation_pct,combined_pct
11,9,0.022827,0.022827,0.860877,0.866579,0.005702,0.371349,0.801113,0.371349
11,10,0.040680,0.040680,0.860877,0.824739,-0.036138,0.631433,0.025035,0.025035
11,11,0.059021,0.059021,0.860877,0.866320,0.005443,0.855355,0.796940,0.796940
11,12,0.046753,0.046753,0.860877,0.853763,-0.007114,0.753825,0.101530,0.101530
11,13,0.050964,0.050964,0.860877,0.851756,-0.009121,0.810848,0.090403,0.090403
11,14,0.052094,0.052094,0.860877,0.859033,-0.001844,0.815021,0.151599,0.151599
11,15,0.060211,0.060211,0.860877,0.857480,-0.003397,0.860918,0.130737,0.130737
11,16,0.025726,0.025726,0.860877,0.838229,-0.022648,0.440890,0.041725,0.041725
11,17,0.035583,0.035583,0.860877,0.858873,-0.002004,0.564673,0.147427,0.147427
11,18,0.049042,0.049042,0.860877,0.857233,-0.003644,0.789986,0.126565,0.126565
11,19,0.086609,0.086609,0.860877,0.828045,-0.032832,0.930459,0.031989,0.031989
12,0,0.056213,0.056213,0.860877,0.861753,0.000876,0.844228,0.664812,0.664812
12,1,0.080322,0.080322,0.860877,0.856152,-0.004725,0.915160,0.114047,0.114047
12,2,0.084900,0.084900,0.860877,0.865182,0.004305,0.927677,0.778860,0.778860
12,3,0.083557,0.083557,0.860877,0.867907,0.007030,0.926287,0.816412,0.816412
12,4,0.071106,0.071106,0.860877,0.873881,0.013004,0.899861,0.845619,0.845619
12,5,0.067383,0.067383,0.860877,0.851493,-0.009384,0.891516,0.084840,0.084840
12,6,0.056152,0.056152,0.860877,0.855660,-0.005217,0.842837,0.109875,0.109875
12,7,0.039520,0.039520,0.860877,0.854625,-0.006252,0.618915,0.104312,0.104312
12,8,0.054962,0.054962,0.860877,0.870124,0.009247,0.837274,0.826147,0.826147
12,9,0.080872,0.080872,0.860877,0.875931,0.015054,0.917942,0.862309,0.862309
12,10,0.089844,0.089844,0.860877,0.891760,0.030883,0.936022,0.910987,0.910987
12,11,0.052277,0.052277,0.860877,0.841941,-0.018936,0.816412,0.052851,0.052851
12,12,0.083069,0.083069,0.860877,0.863509,0.002632,0.922114,0.739917,0.739917
12,13,0.069092,0.069092,0.860877,0.865175,0.004298,0.897079,0.777469,0.777469
12,14,0.083557,0.083557,0.860877,0.860174,-0.000703,0.924896,0.193324,0.193324
12,15,0.059143,0.059143,0.860877,0.859810,-0.001067,0.858136,0.178025,0.178025
12,16,0.054779,0.054779,0.860877,0.864403,0.003526,0.834492,0.771905,0.771905
12,17,0.071777,0.071777,0.860877,0.856035,-0.004842,0.901252,0.112656,0.112656
12,18,0.122803,0.122803,0.860877,0.875571,0.014694,0.951321,0.856745,0.856745
12,19,0.047729,0.047729,0.860877,0.867812,0.006935,0.774687,0.813630,0.774687
13,0,0.189209,0.189209,0.860877,0.886684,0.025807,0.963839,0.891516,0.891516
13,1,0.093567,0.093567,0.860877,0.871120,0.010243,0.941586,0.834492,0.834492
13,2,0.119019,0.119019,0.860877,0.871106,0.010229,0.949930,0.833102,0.833102
13,3,0.201416,0.201416,0.860877,0.877286,0.016409,0.966620,0.869263,0.869263
13,4,0.085632,0.085632,0.860877,0.857795,-0.003082,0.929068,0.139082,0.139082
13,5,0.067078,0.067078,0.860877,0.861270,0.000393,0.885953,0.586926,0.586926
13,6,0.077271,0.077271,0.860877,0.856446,-0.004431,0.909597,0.118220,0.118220
13,7,0.158447,0.158447,0.860877,0.864044,0.003167,0.959666,0.756606,0.756606
13,8,0.048279,0.048279,0.860877,0.849293,-0.011584,0.783032,0.073713,0.073713
13,9,0.083374,0.083374,0.860877,0.863188,0.002312,0.923505,0.732962,0.732962
13,10,0.156982,0.156982,0.860877,0.861815,0.000938,0.958275,0.671766,0.671766
13,11,0.064880,0.064880,0.860877,0.866295,0.005418,0.876217,0.795549,0.795549
13,12,0.133667,0.133667,0.860877,0.867267,0.006390,0.954103,0.809458,0.809458
13,13,0.102966,0.102966,0.860877,0.864196,0.003319,0.947149,0.764951,0.764951
13,14,0.042389,0.042389,0.860877,0.866914,0.006037,0.685675,0.805285,0.685675
13,15,0.040833,0.040833,0.860877,0.859098,-0.001779,0.635605,0.155772,0.155772
13,16,0.170898,0.170898,0.860877,0.900144,0.039267,0.962448,0.923505,0.923505
13,17,0.053314,0.053314,0.860877,0.859090,-0.001787,0.826147,0.154381,0.154381
13,18,0.043884,0.043884,0.860877,0.846903,-0.013973,0.712100,0.066759,0.066759
13,19,0.072083,0.072083,0.860877,0.852481,-0.008396,0.902643,0.091794,0.091794
14,0,0.030411,0.030411,0.860877,0.861647,0.000770,0.507650,0.653686,0.507650
14,1,0.050781,0.050781,0.860877,0.860794,-0.000083,0.805285,0.287900,0.287900
14,2,0.054443,0.054443,0.860877,0.864141,0.003264,0.831711,0.760779,0.760779
14,3,0.003744,0.003744,0.860877,0.857742,-0.003135,0.169680,0.137691,0.137691
14,4,0.060577,0.060577,0.860877,0.857540,-0.003337,0.862309,0.133519,0.133519
14,5,0.050415,0.050415,0.860877,0.861622,0.000745,0.799722,0.649513,0.649513
14,6,0.062073,0.062073,0.860877,0.865159,0.004282,0.863700,0.776078,0.776078
14,7,0.081604,0.081604,0.860877,0.861317,0.000440,0.920723,0.596662,0.596662
14,8,0.088440,0.088440,0.860877,0.857608,-0.003269,0.934631,0.134910,0.134910
14,9,0.068359,0.068359,0.860877,0.855506,-0.005371,0.894298,0.108484,0.108484
14,10,0.035828,0.035828,0.860877,0.862966,0.002090,0.571627,0.726008,0.571627
14,11,0.092163,0.092163,0.860877,0.862937,0.002060,0.937413,0.723227,0.723227
14,12,0.053162,0.053162,0.860877,0.860389,-0.000488,0.821975,0.208623,0.208623
14,13,0.046814,0.046814,0.860877,0.856224,-0.004653,0.755216,0.116829,0.116829
14,14,0.037476,0.037476,0.860877,0.865467,0.004590,0.591099,0.783032,0.591099
14,15,0.010178,0.010178,0.860877,0.856450,-0.004427,0.242003,0.119611,0.119611
